Frame,Tiempo(s),NumVehiculos,Flujo(veh/min)_REAL,Velocidad(km/h)_REAL,LongitudCola(m),ICV_REAL,Clasificacion,Emergencia
898,29.93,3,0.00,1.16,32.66,0.3210,medio,No
900,29.99,4,6.00,1.40,32.72,0.5210,medio,No
902,30.06,3,0.00,1.23,32.56,0.3210,medio,No
904,30.13,3,0.00,1.04,32.60,0.3220,medio,No
906,30.19,5,6.00,1.86,32.66,0.5130,medio,No
908,30.26,3,6.00,1.65,32.83,0.5200,medio,No
910,30.33,4,6.00,1.81,32.98,0.5180,medio,No
912,30.39,5,0.00,0.71,32.91,0.3240,medio,No
914,30.46,2,0.00,1.26,32.86,0.3210,medio,No
916,30.53,3,6.00,1.53,32.94,0.5200,medio,No
918,30.59,3,12.00,2.18,32.77,0.5670,medio,No
920,30.66,3,12.00,2.37,32.74,0.5670,medio,No
922,30.73,3,18.00,3.75,33.03,0.6110,alto,No
924,30.79,2,18.00,4.05,32.89,0.6100,alto,No
926,30.86,2,18.00,4.07,32.76,0.6100,alto,No
928,30.93,1,18.00,3.37,0.00,0.5360,medio,No
930,30.99,2,18.00,4.27,33.26,0.6100,alto,No
932,31.06,2,18.00,3.94,32.88,0.6100,alto,No
934,31.13,2,18.00,4.42,32.67,0.6080,alto,No
936,31.19,3,18.00,5.53,32.85,0.6000,alto,No
938,31.26,2,18.00,6.21,32.61,0.5810,medio,No
940,31.33,3,18.00,5.77,32.72,0.5930,medio,No
942,31.39,2,18.00,5.48,32.63,0.6010,alto,No
944,31.46,2,18.00,6.61,33.52,0.5730,medio,No
946,31.53,3,18.00,5.08,33.33,0.6070,alto,No
948,31.59,2,12.00,3.24,33.34,0.5640,medio,No
950,31.66,3,6.00,1.84,32.96,0.5160,medio,No
952,31.73,1,12.00,2.80,0.00,0.4880,medio,No
954,31.79,2,18.00,3.97,32.48,0.6090,alto,No
956,31.86,2,18.00,3.65,33.18,0.6120,alto,No
958,31.93,2,18.00,4.80,33.01,0.6070,alto,No
960,31.99,1,18.00,4.43,0.00,0.5320,medio,No
962,32.06,3,18.00,5.83,32.95,0.5920,medio,No
964,32.13,3,18.00,5.55,32.56,0.5990,medio,No
966,32.19,2,18.00,5.98,32.45,0.5860,medio,No
968,32.26,4,18.00,6.06,32.20,0.5840,medio,No
970,32.33,2,18.00,6.51,32.56,0.5730,medio,No
972,32.39,4,18.00,5.28,32.74,0.6040,alto,No
974,32.46,4,18.00,7.22,32.21,0.5570,medio,No
976,32.53,3,18.00,8.68,32.19,0.5320,medio,No
978,32.59,3,24.00,10.38,32.11,0.5860,medio,No
980,32.66,3,24.00,12.24,32.02,0.5620,medio,No
982,32.73,3,24.00,10.99,31.99,0.5770,medio,No
984,32.79,4,24.00,9.09,32.82,0.6080,alto,No
986,32.86,3,24.00,7.19,32.75,0.6460,alto,No
988,32.93,3,24.00,6.63,32.62,0.6490,alto,No
990,32.99,3,24.00,6.19,32.65,0.6500,alto,No
992,33.06,3,24.00,6.54,32.82,0.6490,alto,No
994,33.13,4,24.00,7.45,32.90,0.6410,alto,No
996,33.19,3,24.00,8.35,32.66,0.6210,alto,No
998,33.26,4,24.00,9.03,32.98,0.6090,alto,No
1000,33.33,4,24.00,10.02,33.16,0.5930,medio,No
1002,33.39,3,24.00,8.37,32.74,0.6200,alto,No
1004,33.46,3,24.00,8.44,33.20,0.6200,alto,No
1006,33.53,3,24.00,8.52,33.15,0.6190,alto,No
1008,33.59,3,24.00,7.83,32.92,0.6320,alto,No
1010,33.66,3,24.00,6.38,32.83,0.6500,alto,No
1012,33.73,3,24.00,5.28,32.90,0.6550,alto,No
1014,33.79,3,24.00,5.63,32.88,0.6530,alto,No
1016,33.86,3,24.00,5.19,33.06,0.6560,alto,No
1018,33.93,3,24.00,4.62,33.18,0.6580,alto,No
1020,33.99,3,18.00,5.12,32.73,0.6050,alto,No
1022,34.06,3,24.00,5.62,32.89,0.6530,alto,No
1024,34.13,3,18.00,4.71,32.93,0.6070,alto,No
1026,34.19,3,6.00,3.78,33.00,0.4330,medio,No
1028,34.26,3,12.00,4.17,32.88,0.5390,medio,No
1030,34.33,3,24.00,5.11,32.49,0.6550,alto,No
1032,34.39,3,24.00,5.32,33.09,0.6550,alto,No
1034,34.46,3,24.00,5.74,32.97,0.6530,alto,No
1036,34.53,3,24.00,7.54,33.04,0.6390,alto,No
1038,34.59,3,24.00,8.88,33.01,0.6120,alto,No
1040,34.66,4,24.00,9.52,32.41,0.5990,medio,No
1042,34.73,3,18.00,8.32,32.59,0.5390,medio,No
1044,34.79,3,18.00,6.90,32.46,0.5640,medio,No
1046,34.86,3,18.00,5.82,32.68,0.5910,medio,No
1048,34.93,4,18.00,5.78,32.24,0.5910,medio,No
1050,34.99,4,18.00,7.04,32.45,0.5610,medio,No
1052,35.06,4,18.00,6.86,32.66,0.5660,medio,No
1054,35.13,3,18.00,4.27,32.88,0.6090,alto,No
1056,35.19,3,18.00,4.14,32.73,0.6090,alto,No
1058,35.26,3,18.00,3.01,32.54,0.6130,alto,No
1060,35.33,3,18.00,3.19,32.59,0.6130,alto,No
1062,35.39,3,18.00,4.02,32.16,0.6080,alto,No
1064,35.46,3,18.00,3.60,32.56,0.6110,alto,No
1066,35.53,4,12.00,3.17,32.04,0.5620,medio,No
1068,35.59,3,18.00,4.96,31.78,0.6030,alto,No
1070,35.66,4,18.00,4.61,32.53,0.6070,alto,No
1072,35.73,3,18.00,3.65,32.23,0.6100,alto,No
1074,35.79,4,18.00,4.08,31.84,0.6070,alto,No
1076,35.86,3,18.00,3.02,32.20,0.6130,alto,No
1078,35.93,3,18.00,2.96,32.05,0.6120,alto,No
1080,35.99,4,6.00,0.96,32.34,0.5210,medio,No
1082,36.06,3,6.00,1.42,32.15,0.5190,medio,No
1084,36.13,3,0.00,1.43,32.46,0.3200,medio,No
1086,36.19,3,12.00,3.94,32.68,0.5470,medio,No
1088,36.26,3,18.00,4.60,32.42,0.6070,alto,No
1090,36.33,3,18.00,7.87,33.17,0.5480,medio,No
1092,36.39,3,18.00,9.68,33.09,0.5210,medio,No
1094,36.46,3,18.00,11.05,33.21,0.5050,medio,No
1096,36.53,3,18.00,9.65,32.86,0.5200,medio,No
1098,36.59,3,18.00,8.43,33.07,0.5380,medio,No
1100,36.66,3,18.00,7.40,32.49,0.5540,medio,No
1102,36.73,3,18.00,7.53,32.91,0.5530,medio,No
1104,36.79,2,18.00,6.40,33.10,0.5770,medio,No
1106,36.86,3,18.00,5.91,33.11,0.5900,medio,No
1108,36.93,3,0.00,1.63,33.01,0.3200,medio,No
1110,36.99,3,18.00,2.21,33.43,0.6190,alto,No
1112,37.06,3,0.00,0.99,33.32,0.3240,medio,No
1114,37.13,3,12.00,2.39,33.05,0.5670,medio,No
1116,37.19,3,18.00,2.72,33.08,0.6160,alto,No
1118,37.26,3,18.00,3.14,33.02,0.6140,alto,No
1120,37.33,5,0.00,0.92,32.85,0.3230,medio,No
1122,37.39,2,0.00,1.06,32.59,0.3220,medio,No
1124,37.46,3,0.00,1.25,33.05,0.3220,medio,No
1126,37.53,3,6.00,1.45,32.67,0.5200,medio,No
1128,37.59,3,18.00,3.82,32.76,0.6100,alto,No
1130,37.66,3,18.00,2.42,33.17,0.6170,alto,No
1132,37.73,3,18.00,3.20,33.21,0.6140,alto,No
1134,37.79,3,12.00,2.55,32.73,0.5660,medio,No
1136,37.86,4,18.00,3.71,32.48,0.6100,alto,No
1138,37.93,4,18.00,3.16,32.66,0.6130,alto,No
1140,37.99,3,18.00,4.55,32.44,0.6070,alto,No
1142,38.06,2,18.00,5.81,32.38,0.5910,medio,No
1144,38.13,4,18.00,4.52,32.59,0.6070,alto,No
1146,38.19,3,18.00,3.70,32.60,0.6110,alto,No
1148,38.26,3,18.00,5.95,32.08,0.5860,medio,No
1150,38.33,3,18.00,7.40,32.00,0.5530,medio,No
1152,38.39,3,18.00,7.72,31.95,0.5470,medio,No
1154,38.46,2,18.00,6.85,32.05,0.5650,medio,No
1156,38.52,3,18.00,6.33,31.99,0.5760,medio,No
1158,38.59,2,18.00,4.67,32.24,0.6060,alto,No
1160,38.66,4,18.00,5.80,31.76,0.5900,medio,No
1162,38.72,3,18.00,7.07,31.79,0.5590,medio,No
1164,38.79,3,18.00,8.60,32.35,0.5340,medio,No
1166,38.86,4,18.00,8.73,31.91,0.5310,medio,No
1168,38.92,3,18.00,11.39,31.50,0.4970,medio,No
1170,38.99,2,18.00,11.15,31.48,0.5000,medio,No
1172,39.06,3,18.00,10.53,31.41,0.5060,medio,No
1174,39.12,3,18.00,10.55,31.89,0.5070,medio,No
1176,39.19,3,18.00,9.21,31.84,0.5240,medio,No
1178,39.26,2,18.00,7.28,31.84,0.5550,medio,No
1180,39.32,3,18.00,5.49,32.04,0.5990,medio,No
1182,39.39,2,12.00,3.98,31.53,0.5430,medio,No
1184,39.46,2,12.00,2.93,31.80,0.5620,medio,No
1186,39.52,2,18.00,2.70,31.84,0.6130,alto,No
1188,39.59,2,18.00,3.96,31.63,0.6070,alto,No
1190,39.66,3,18.00,4.92,31.88,0.6040,alto,No
1192,39.72,2,18.00,4.98,32.03,0.6040,alto,No
1194,39.79,3,12.00,2.00,31.64,0.5650,medio,No
1196,39.86,3,18.00,2.75,32.13,0.6140,alto,No
1198,39.92,3,6.00,1.86,31.89,0.5120,medio,No
1200,39.99,4,12.00,2.18,31.99,0.5660,medio,No
1202,40.06,3,12.00,2.50,31.95,0.5640,medio,No
1204,40.12,3,12.00,3.13,32.33,0.5620,medio,No
1206,40.19,3,12.00,4.81,32.43,0.5180,medio,No
1208,40.26,2,18.00,4.55,32.68,0.6070,alto,No
1210,40.32,4,18.00,5.10,32.44,0.6040,alto,No
1212,40.39,3,18.00,7.81,32.58,0.5470,medio,No
1214,40.46,4,18.00,7.77,32.82,0.5480,medio,No
1216,40.52,3,18.00,8.10,32.57,0.5420,medio,No
1218,40.59,3,18.00,5.60,32.51,0.5970,medio,No
1220,40.66,3,18.00,5.28,32.62,0.6040,alto,No
1222,40.72,3,18.00,4.33,32.56,0.6080,alto,No
1224,40.79,3,18.00,3.18,32.64,0.6130,alto,No
1226,40.86,4,24.00,4.38,32.63,0.6580,alto,No
1228,40.92,3,12.00,3.30,32.60,0.5620,medio,No
1230,40.99,3,12.00,2.41,32.73,0.5660,medio,No
1232,41.06,3,18.00,3.05,32.57,0.6130,alto,No
1234,41.12,3,6.00,2.37,32.63,0.4800,medio,No
1236,41.19,3,6.00,2.27,32.34,0.4850,medio,No
1238,41.26,3,18.00,3.39,32.21,0.6110,alto,No
1240,41.32,3,18.00,3.32,32.41,0.6120,alto,No
1242,41.39,3,24.00,4.11,31.93,0.6570,alto,No
1244,41.46,3,18.00,2.68,32.32,0.6140,alto,No
1246,41.52,4,0.00,1.18,32.58,0.3210,medio,No
1248,41.59,3,12.00,2.61,32.00,0.5640,medio,No
1250,41.66,3,18.00,2.87,32.20,0.6130,alto,No
1252,41.72,2,24.00,4.43,31.27,0.6540,alto,No
1254,41.79,3,24.00,4.59,31.60,0.6550,alto,No
1256,41.86,3,18.00,3.21,31.93,0.6110,alto,No
1258,41.92,3,24.00,3.67,32.45,0.6600,alto,No
1260,41.99,4,24.00,3.87,32.55,0.6600,alto,No
1262,42.06,4,24.00,2.90,31.82,0.6620,alto,No
1264,42.12,3,24.00,4.05,31.78,0.6570,alto,No
1266,42.19,3,24.00,4.55,31.31,0.6540,alto,No
1268,42.26,3,18.00,3.69,31.64,0.6080,alto,No
1270,42.32,2,18.00,2.80,31.43,0.6120,alto,No
1272,42.39,2,6.00,1.96,31.67,0.5040,medio,No
1274,42.46,3,24.00,3.69,31.28,0.6580,alto,No
1276,42.52,3,24.00,5.81,31.56,0.6490,alto,No
1278,42.59,4,24.00,8.54,31.63,0.6150,alto,No
1280,42.66,3,24.00,5.66,32.13,0.6510,alto,No
1282,42.72,3,24.00,5.21,31.70,0.6520,alto,No
1284,42.79,3,24.00,7.05,31.76,0.6450,alto,No
1286,42.86,3,24.00,5.75,32.11,0.6510,alto,No
1288,42.92,3,18.00,5.99,32.15,0.5850,medio,No
1290,42.99,2,18.00,5.51,31.90,0.5980,medio,No
1292,43.06,3,18.00,6.95,32.39,0.5630,medio,No
1294,43.12,3,24.00,4.34,32.12,0.6570,alto,No
1296,43.19,3,24.00,5.12,32.00,0.6530,alto,No
1298,43.26,4,24.00,3.62,32.31,0.6600,alto,No
1300,43.32,2,24.00,3.68,32.02,0.6590,alto,No
1302,43.39,3,24.00,4.18,31.99,0.6570,alto,No
1304,43.46,3,24.00,3.55,32.54,0.6610,alto,No
1306,43.52,2,24.00,3.47,32.18,0.6610,alto,No
1308,43.59,2,24.00,3.74,32.11,0.6590,alto,No
1310,43.66,2,18.00,3.93,32.12,0.6090,alto,No
1312,43.72,3,24.00,6.11,31.36,0.6480,alto,No
1314,43.79,3,24.00,6.19,31.95,0.6490,alto,No
1316,43.86,3,18.00,5.96,32.05,0.5860,medio,No
1318,43.92,3,18.00,6.57,31.86,0.5700,medio,No
1320,43.99,4,18.00,5.99,31.72,0.5840,medio,No
1322,44.06,3,18.00,5.90,32.14,0.5880,medio,No
1324,44.12,4,18.00,5.72,31.81,0.5920,medio,No
1326,44.19,4,18.00,5.62,31.43,0.5940,medio,No
1328,44.26,4,12.00,4.75,31.48,0.5170,medio,No
1330,44.32,4,18.00,2.72,31.41,0.6120,alto,No
1332,44.39,4,18.00,4.27,31.86,0.6070,alto,No
1334,44.46,2,12.00,3.48,31.82,0.5600,medio,No
1336,44.52,3,18.00,3.01,31.62,0.6110,alto,No
1338,44.59,2,6.00,2.38,31.81,0.4780,medio,No
1340,44.66,2,6.00,2.51,31.66,0.4710,medio,No
1342,44.72,4,6.00,2.50,32.13,0.4730,medio,No
1344,44.79,2,18.00,3.53,32.26,0.6110,alto,No
1346,44.86,2,24.00,4.26,32.38,0.6580,alto,No
1348,44.92,2,24.00,4.54,32.31,0.6560,alto,No
1350,44.99,2,24.00,3.36,32.40,0.6620,alto,No
1352,45.06,3,24.00,2.74,31.84,0.6630,alto,No
1354,45.12,3,24.00,3.67,32.02,0.6590,alto,No
1356,45.19,4,24.00,3.99,32.00,0.6580,alto,No
1358,45.26,3,24.00,4.82,32.20,0.6550,alto,No
1360,45.32,3,24.00,6.13,31.91,0.6490,alto,No
1362,45.39,3,24.00,5.62,31.88,0.6510,alto,No
1364,45.46,2,24.00,5.27,32.41,0.6540,alto,No
1366,45.52,3,24.00,5.16,32.18,0.6540,alto,No
1368,45.59,2,24.00,4.32,32.72,0.6580,alto,No
1370,45.66,2,18.00,3.21,32.59,0.6130,alto,No
1372,45.72,3,18.00,2.09,32.04,0.6160,alto,No
1374,45.79,3,24.00,3.06,32.13,0.6620,alto,No
1376,45.86,3,24.00,3.90,32.18,0.6590,alto,No
1378,45.92,2,24.00,4.86,32.05,0.6550,alto,No
1380,45.99,3,24.00,4.71,31.71,0.6540,alto,No
1382,46.06,3,24.00,4.43,31.88,0.6560,alto,No
1384,46.12,3,24.00,4.23,31.75,0.6560,alto,No
1386,46.19,3,24.00,4.01,32.01,0.6580,alto,No
1388,46.26,2,24.00,4.14,31.93,0.6570,alto,No
1390,46.32,3,18.00,2.64,31.76,0.6130,alto,No
1392,46.39,3,18.00,1.93,31.86,0.6160,alto,No
1394,46.46,4,6.00,1.57,32.03,0.5180,medio,No
1396,46.52,2,12.00,1.74,31.83,0.5670,medio,No
1398,46.59,2,12.00,1.50,31.81,0.5680,medio,No
1400,46.66,3,12.00,1.55,31.72,0.5680,medio,No
1402,46.72,2,12.00,1.31,31.88,0.5690,medio,No
1404,46.79,3,12.00,1.59,31.72,0.5670,medio,No
1406,46.86,2,0.00,1.32,31.69,0.3180,medio,No
1408,46.92,3,6.00,1.90,31.41,0.5080,medio,No
1410,46.99,3,12.00,2.56,31.51,0.5630,medio,No
1412,47.06,3,12.00,3.58,31.30,0.5580,medio,No
1414,47.12,3,12.00,3.37,31.43,0.5590,medio,No
1416,47.19,3,12.00,2.81,31.51,0.5620,medio,No
1418,47.26,3,18.00,2.47,31.43,0.6130,alto,No
1420,47.32,2,12.00,1.91,31.61,0.5660,medio,No
1422,47.39,3,0.00,0.87,31.79,0.3210,medio,No
1424,47.46,3,0.00,1.81,32.17,0.3180,medio,No
1426,47.52,3,12.00,3.10,31.93,0.5620,medio,No
1428,47.59,3,12.00,2.32,31.56,0.5640,medio,No
1430,47.66,3,6.00,1.72,31.68,0.5170,medio,No
1432,47.72,2,6.00,1.59,31.43,0.5170,medio,No
1434,47.79,3,6.00,1.23,31.51,0.5180,medio,No
1436,47.86,3,6.00,1.86,31.33,0.5110,medio,No
1438,47.92,2,12.00,2.31,31.27,0.5630,medio,No
1440,47.99,3,18.00,3.63,31.29,0.6080,alto,No
1442,48.06,3,18.00,5.13,31.38,0.6020,alto,No
1444,48.12,3,18.00,5.53,31.17,0.5960,medio,No
1446,48.19,2,18.00,4.18,31.45,0.6060,alto,No
1448,48.26,2,12.00,2.85,31.31,0.5610,medio,No
1450,48.32,3,6.00,1.65,31.43,0.5160,medio,No
1452,48.39,3,0.00,1.31,31.16,0.3170,medio,No
1454,48.46,3,0.00,0.83,31.44,0.3200,medio,No
1456,48.52,3,12.00,2.19,31.63,0.5650,medio,No
1458,48.59,3,12.00,2.07,31.29,0.5640,medio,No
1460,48.66,3,18.00,3.94,31.94,0.6080,alto,No
1462,48.72,3,18.00,5.26,32.14,0.6030,alto,No
1464,48.79,3,18.00,4.18,31.52,0.6060,alto,No
1466,48.86,5,18.00,6.02,32.50,0.5850,medio,No
1468,48.92,4,18.00,5.88,32.45,0.5890,medio,No
1470,48.99,4,12.00,5.91,32.33,0.4920,medio,No
1472,49.06,3,18.00,4.96,32.12,0.6040,alto,No
1474,49.12,3,18.00,3.99,32.08,0.6080,alto,No
1476,49.19,3,18.00,2.70,31.58,0.6120,alto,No
1478,49.26,3,12.00,2.45,31.43,0.5630,medio,No
1480,49.32,2,12.00,2.51,32.31,0.5650,medio,No
1482,49.39,2,24.00,3.19,32.19,0.6620,alto,No
1484,49.46,3,12.00,2.49,32.04,0.5640,medio,No
1486,49.52,3,12.00,1.80,32.23,0.5680,medio,No
1488,49.59,3,6.00,1.74,32.49,0.5190,medio,No
1490,49.66,3,24.00,2.91,32.38,0.6630,alto,No
1492,49.72,3,24.00,4.10,32.58,0.6590,alto,No
1494,49.79,4,24.00,7.61,32.45,0.6360,alto,No
1496,49.86,3,24.00,8.88,32.50,0.6100,alto,No
1498,49.92,2,24.00,8.39,32.45,0.6200,alto,No
1500,49.99,2,24.00,8.41,32.57,0.6190,alto,No
1502,50.06,3,24.00,6.97,32.59,0.6470,alto,No
1504,50.12,3,24.00,4.53,32.21,0.6560,alto,No
1506,50.19,3,24.00,4.19,32.63,0.6590,alto,No
1508,50.26,2,24.00,3.49,32.52,0.6610,alto,No
1510,50.32,3,12.00,2.19,32.32,0.5660,medio,No
1512,50.39,3,12.00,2.18,32.54,0.5670,medio,No
1514,50.46,3,24.00,3.29,32.09,0.6610,alto,No
1516,50.52,3,24.00,3.55,32.27,0.6600,alto,No
1518,50.59,3,24.00,3.92,32.24,0.6590,alto,No
1520,50.66,3,18.00,3.16,32.16,0.6120,alto,No
1522,50.72,3,6.00,2.33,32.49,0.4820,medio,No
1524,50.79,3,18.00,2.77,32.22,0.6140,alto,No
1526,50.86,3,18.00,3.69,31.93,0.6090,alto,No
1528,50.92,3,6.00,2.49,32.16,0.4730,medio,No
1530,50.99,3,6.00,1.87,32.35,0.5120,medio,No
1532,51.06,3,12.00,2.21,32.49,0.5670,medio,No
1534,51.12,3,18.00,2.53,32.54,0.6150,alto,No
1536,51.19,3,12.00,2.61,32.31,0.5650,medio,No
1538,51.26,3,6.00,1.85,32.06,0.5130,medio,No
1540,51.32,3,6.00,2.41,32.25,0.4770,medio,No
1542,51.39,3,18.00,3.29,31.73,0.6100,alto,No
1544,51.46,2,24.00,3.32,32.06,0.6610,alto,No
1546,51.52,3,18.00,3.07,31.90,0.6120,alto,No
1548,51.59,3,24.00,3.27,32.41,0.6620,alto,No
1550,51.66,3,6.00,2.07,32.50,0.4970,medio,No
1552,51.72,3,24.00,3.75,32.26,0.6600,alto,No
1554,51.79,2,24.00,4.10,32.72,0.6590,alto,No
1556,51.86,3,18.00,5.80,32.62,0.5910,medio,No
1558,51.92,3,18.00,5.65,32.25,0.5950,medio,No
1560,51.99,3,18.00,6.99,32.58,0.5630,medio,No
1562,52.06,3,18.00,7.07,32.63,0.5610,medio,No
1564,52.12,2,18.00,7.80,32.52,0.5470,medio,No
1566,52.19,4,18.00,5.78,32.90,0.5930,medio,No
1568,52.26,3,18.00,3.24,32.69,0.6130,alto,No
1570,52.32,3,0.00,1.39,32.14,0.3190,medio,No
1572,52.39,2,18.00,3.12,32.21,0.6120,alto,No
1574,52.46,2,18.00,4.18,32.41,0.6080,alto,No
1576,52.52,2,18.00,4.40,32.70,0.6080,alto,No
1578,52.59,2,18.00,5.66,32.28,0.5950,medio,No
1580,52.66,3,18.00,6.61,32.21,0.5700,medio,No
1582,52.72,3,18.00,7.82,31.89,0.5450,medio,No
1584,52.79,2,18.00,7.41,32.15,0.5530,medio,No
1586,52.86,2,18.00,6.28,31.91,0.5770,medio,No
1588,52.92,3,18.00,3.48,32.22,0.6110,alto,No
1590,52.99,3,12.00,2.50,32.18,0.5650,medio,No
1592,53.06,3,12.00,2.51,32.16,0.5650,medio,No
1594,53.12,2,12.00,2.12,32.35,0.5670,medio,No
1596,53.19,2,6.00,2.08,32.48,0.4970,medio,No
1598,53.26,2,6.00,1.73,32.51,0.5190,medio,No
1600,53.32,2,6.00,1.89,32.36,0.5110,medio,No
1602,53.39,3,12.00,1.89,32.29,0.5670,medio,No
1604,53.46,2,12.00,2.10,32.42,0.5670,medio,No
1606,53.52,2,0.00,1.27,32.35,0.3200,medio,No
1608,53.59,3,0.00,1.32,31.91,0.3190,medio,No
1610,53.66,2,0.00,1.38,31.89,0.3190,medio,No
1612,53.72,2,0.00,0.97,32.21,0.3210,medio,No
1614,53.79,3,6.00,0.79,32.13,0.5220,medio,No
1616,53.85,3,6.00,1.39,32.05,0.5190,medio,No
1618,53.92,3,6.00,1.09,31.98,0.5200,medio,No
1620,53.99,3,12.00,2.19,31.75,0.5650,medio,No
1622,54.05,3,12.00,2.65,31.76,0.5630,medio,No
1624,54.12,3,12.00,2.19,31.89,0.5650,medio,No
1626,54.19,2,0.00,1.33,31.93,0.3190,medio,No
1628,54.25,2,6.00,1.90,31.96,0.5090,medio,No
1630,54.32,2,12.00,2.61,32.02,0.5640,medio,No
1632,54.39,2,18.00,3.80,31.70,0.6080,alto,No
1634,54.45,2,18.00,3.80,32.03,0.6090,alto,No
1636,54.52,2,18.00,3.84,31.80,0.6080,alto,No
1638,54.59,3,18.00,3.94,32.01,0.6080,alto,No
1640,54.65,2,18.00,3.45,31.98,0.6100,alto,No
1642,54.72,3,18.00,3.27,32.13,0.6110,alto,No
1644,54.79,3,12.00,2.91,32.14,0.5630,medio,No
1646,54.85,2,18.00,2.99,31.95,0.6120,alto,No
1648,54.92,3,6.00,1.74,31.95,0.5170,medio,No
1650,54.99,3,12.00,3.29,32.36,0.5620,medio,No
1652,55.05,3,6.00,2.45,32.14,0.4750,medio,No
1654,55.12,3,6.00,1.65,31.85,0.5170,medio,No
1656,55.19,3,12.00,2.17,31.64,0.5650,medio,No
1658,55.25,2,18.00,4.17,31.63,0.6060,alto,No
1660,55.32,2,18.00,5.28,31.83,0.6020,alto,No
1662,55.39,3,18.00,5.44,32.13,0.6010,alto,No
1664,55.45,2,18.00,5.94,31.95,0.5860,medio,No
1666,55.52,3,18.00,4.14,31.64,0.6070,alto,No
1668,55.59,3,18.00,4.60,31.82,0.6050,alto,No
1670,55.65,2,12.00,3.52,31.74,0.5590,medio,No
1672,55.72,3,0.00,0.82,32.14,0.3220,medio,No
1674,55.79,3,0.00,0.30,31.64,0.3230,medio,No
1676,55.85,3,12.00,2.57,31.87,0.5640,medio,No
1678,55.92,3,18.00,2.61,32.11,0.6140,alto,No
1680,55.99,2,6.00,1.75,32.14,0.5180,medio,No
1682,56.05,3,12.00,1.96,32.20,0.5670,medio,No
1684,56.12,3,12.00,2.93,32.24,0.5630,medio,No
1686,56.19,3,12.00,2.86,32.11,0.5630,medio,No
1688,56.25,3,12.00,2.02,32.10,0.5670,medio,No
1690,56.32,3,0.00,1.06,31.68,0.3190,medio,No
1692,56.39,1,0.00,1.51,0.00,0.2440,bajo,No
1694,56.45,2,6.00,1.42,32.10,0.5190,medio,No
1696,56.52,3,12.00,3.40,32.33,0.5610,medio,No
1698,56.59,3,18.00,4.70,32.12,0.6050,alto,No
1700,56.65,3,18.00,4.75,32.56,0.6060,alto,No
1702,56.72,3,18.00,5.09,32.39,0.6040,alto,No
1704,56.79,3,18.00,4.18,31.96,0.6070,alto,No
1706,56.85,2,18.00,4.67,32.22,0.6060,alto,No
1708,56.92,3,18.00,4.23,31.90,0.6070,alto,No
1710,56.99,3,18.00,4.06,32.43,0.6090,alto,No
1712,57.05,3,18.00,3.67,32.32,0.6100,alto,No
1714,57.12,3,6.00,1.89,32.30,0.5100,medio,No
1716,57.19,3,0.00,1.25,32.00,0.3190,medio,No
1718,57.25,3,6.00,1.78,32.33,0.5180,medio,No
1720,57.32,3,12.00,2.14,32.36,0.5670,medio,No
1722,57.39,2,18.00,2.56,32.21,0.6140,alto,No
1724,57.45,3,18.00,3.56,31.87,0.6100,alto,No
1726,57.52,3,18.00,3.73,31.83,0.6090,alto,No
1728,57.59,3,18.00,3.38,32.00,0.6110,alto,No
1730,57.65,3,18.00,3.71,32.03,0.6090,alto,No
1732,57.72,3,18.00,3.26,32.46,0.6120,alto,No
1734,57.79,3,18.00,4.23,31.41,0.6060,alto,No
1736,57.85,3,18.00,5.47,31.54,0.5990,medio,No
1738,57.92,3,12.00,6.51,31.11,0.4780,medio,No
1740,57.99,3,18.00,3.57,32.40,0.6110,alto,No
1742,58.05,2,12.00,3.17,31.23,0.5600,medio,No
1744,58.12,3,18.00,3.99,31.30,0.6060,alto,No
1746,58.19,2,18.00,4.79,31.09,0.6030,alto,No
1748,58.25,2,18.00,5.85,31.14,0.5870,medio,No
1750,58.32,2,12.00,5.62,31.17,0.4950,medio,No
1752,58.39,3,18.00,4.79,31.18,0.6030,alto,No
1754,58.45,3,12.00,3.17,31.19,0.5600,medio,No
1756,58.52,3,12.00,3.19,30.90,0.5590,medio,No
1758,58.59,3,12.00,5.20,31.20,0.5050,medio,No
1760,58.65,3,6.00,2.90,31.46,0.4550,medio,No
1762,58.72,3,0.00,0.95,31.55,0.3200,medio,No
1764,58.79,3,6.00,1.06,31.45,0.5190,medio,No
1766,58.85,3,6.00,1.91,31.40,0.5070,medio,No
1768,58.92,3,6.00,1.44,31.43,0.5170,medio,No
1770,58.99,2,12.00,2.61,31.54,0.5630,medio,No
1772,59.05,2,12.00,2.20,31.37,0.5640,medio,No
1774,59.12,3,12.00,2.61,31.44,0.5620,medio,No
1776,59.19,3,12.00,2.06,31.38,0.5650,medio,No
1778,59.25,3,0.00,1.25,31.33,0.3180,medio,No
1780,59.32,2,0.00,1.30,31.28,0.3180,medio,No
1782,59.39,3,0.00,1.48,31.29,0.3170,medio,No
1784,59.45,3,0.00,1.45,31.51,0.3170,medio,No
1786,59.52,3,6.00,1.83,31.87,0.5140,medio,No
1788,59.59,4,6.00,1.90,31.64,0.5080,medio,No
1790,59.65,3,0.00,0.80,31.36,0.3200,medio,No
1792,59.72,3,6.00,1.58,31.70,0.5170,medio,No
1794,59.79,2,6.00,1.27,31.08,0.5170,medio,No
1796,59.85,3,0.00,0.87,31.48,0.3200,medio,No
