Frame,Tiempo(s),NumVehiculos,Flujo(veh/min)_REAL,Velocidad(km/h)_REAL,LongitudCola(m),ICV_REAL,Clasificacion,Emergencia
261,10.88,0,0.00,0.00,0.00,0.4000,medio,No
262,10.93,0,0.00,0.00,0.00,0.4000,medio,No
263,10.97,0,0.00,0.00,0.00,0.4000,medio,No
264,11.01,0,0.00,0.00,0.00,0.4000,medio,No
265,11.05,0,0.00,0.00,0.00,0.4000,medio,No
266,11.09,0,0.00,0.00,0.00,0.4000,medio,No
267,11.13,0,0.00,0.00,0.00,0.4000,medio,No
268,11.18,0,0.00,0.00,0.00,0.4000,medio,No
269,11.22,0,0.00,0.00,0.00,0.4000,medio,No
270,11.26,0,0.00,0.00,0.00,0.4000,medio,No
271,11.30,0,0.00,0.00,0.00,0.4000,medio,No
272,11.34,0,0.00,0.00,0.00,0.4000,medio,No
273,11.38,0,0.00,0.00,0.00,0.4000,medio,No
274,11.43,0,0.00,0.00,0.00,0.4000,medio,No
275,11.47,0,0.00,0.00,0.00,0.4000,medio,No
276,11.51,0,0.00,0.00,0.00,0.4000,medio,No
277,11.55,0,0.00,0.00,0.00,0.4000,medio,No
278,11.59,0,0.00,0.00,0.00,0.4000,medio,No
279,11.63,0,0.00,0.00,0.00,0.4000,medio,No
280,11.68,0,0.00,0.00,0.00,0.4000,medio,No
281,11.72,0,0.00,0.00,0.00,0.4000,medio,No
282,11.76,0,0.00,0.00,0.00,0.4000,medio,No
283,11.80,0,0.00,0.00,0.00,0.4000,medio,No
284,11.84,0,0.00,0.00,0.00,0.4000,medio,No
285,11.88,0,0.00,0.00,0.00,0.4000,medio,No
286,11.93,0,0.00,0.00,0.00,0.4000,medio,No
287,11.97,0,0.00,0.00,0.00,0.4000,medio,No
288,12.01,0,0.00,0.00,0.00,0.4000,medio,No
289,12.05,0,0.00,0.00,0.00,0.4000,medio,No
290,12.09,0,0.00,0.00,0.00,0.4000,medio,No
291,12.14,0,0.00,0.00,0.00,0.4000,medio,No
292,12.18,0,0.00,0.00,0.00,0.4000,medio,No
293,12.22,0,0.00,0.00,0.00,0.4000,medio,No
